pais;codigo;ano;expectativa_vida;pib_per_capita;populacao;continente
Burkina Faso;BFA;2007;54,4;1308,520264;14757072;Africa
Burundi;BDI;2007;54,7;700,9586792;7944613;Africa
Cambodia;KHM;2007;65,7;2422,756592;13714798;Asia
Cameroon;CMR;2007;55,2;2315,606934;18251868;Africa
Canada;CAN;2007;80,5;41806,86328;32862458;North America
Cape Verde;CPV;2007;72,8;5597,850098;504742;Africa
Central African Republic;CAF;2007;47,4;897,4782715;4375582;Africa
Chad;TCD;2007;48,8;1422,34082;10722738;Africa
Chile;CHL;2007;77,8;18487,90039;16495543;South America
China;CHN;2007;74,8;7895,712891;1321513216;Asia
Colombia;COL;2007;73,8;10602,30469;43306592;South America
Comoros;COM;2007;60,1;1382,539063;616901;Africa
Congo;COG;2007;59,6;4844,970215;3956337;Africa
Costa Rica;CRI;2007;78,5;11584,67676;4440023;North America
Cote d'Ivoire;CIV;2007;53;2380,115479;19817700;Africa
Croatia;HRV;2007;75,9;19984,03711;4405542;Europe
Cuba;CUB;2007;77,3;5635,688477;11269890;North America
Cyprus;CYP;2007;78,8;28109,99609;1073875;Europe
Czechia;CZE;2007;76,9;25382,80664;10337831;Europe
Democratic Republic of Congo;COD;2007;54,9;546,0368042;60289424;Africa
Denmark;DNK;2007;78,3;44481,46875;5479722;Europe
Djibouti;DJI;2007;59;2396,018066;865202;Africa
Dominica;DMA;2007;71,9;7698,773438;68789;North America
Dominican Republic;DOM;2007;71,4;9866,458008;9402209;North America
Ecuador;ECU;2007;74,8;8633,583984;14251838;South America
Egypt;EGY;2007;69,1;9130,597656;82218760;Africa
El Salvador;SLV;2007;71,1;7139,182129;6044130;North America
Equatorial Guinea;GNQ;2007;56,5;41277,75391;948820;Africa
Estonia;EST;2007;73,6;26177,87109;1340576;Europe
Eswatini;SWZ;2007;43,6;6467,820313;1084015;Africa
Ethiopia;ETH;2007;56,4;936,3743896;81996184;Africa
Finland;FIN;2007;79,4;39998,52734;5288694;Europe
France;FRA;2007;81;36845,68359;61329380;Europe
Gabon;GAB;2007;62,6;13455,6123;1549774;Africa
Gambia;GMB;2007;59,4;1557,847412;1764889;Africa
Georgia;GEO;2007;71,6;8300,143555;3906476;Asia
Germany;DEU;2007;79,7;39752,20703;81183832;Europe
Ghana;GHA;2007;60,2;2553,166016;23708328;Africa
Greece;GRC;2007;79,6;28822,91602;11091491;Europe
Guatemala;GTM;2007;70,1;6545,752441;13696609;North America
Guinea;GIN;2007;55,6;1253,407715;9547087;Africa
Guinea-Bissau;GNB;2007;54,2;1252,573853;1450574;Africa
Haiti;HTI;2007;61,1;1541,767456;9420832;North America
Honduras;HND;2007;70,4;4237,301758;7924462;North America
Hong Kong;HKG;2007;82,2;42230,88672;7001452;Asia
Hungary;HUN;2007;73,4;19763,79102;10041171;Europe
Iceland;ISL;2007;81,4;41111,15625;311859;Europe
India;IND;2007;65,8;3870,698975;1189691776;Asia
Indonesia;IDN;2007;68,2;7157,312988;234858288;Asia
Iran;IRN;2007;72,8;15467,10742;72319424;Asia
Iraq;IRQ;2007;63,6;7587,605469;28660888;Asia
Ireland;IRL;2007;79,6;52322,23047;4359841;Europe
Israel;ISR;2007;80,7;27624,88281;6952007;Asia
Italy;ITA;2007;81,5;36310,73438;58778480;Europe
Jamaica;JAM;2007;71,4;7402,178223;2701222;North America
Japan;JPN;2007;82,6;35892,71094;128006424;Asia
Jordan;JOR;2007;73,4;10938,80469;6473460;Asia
Kazakhstan;KAZ;2007;65,9;18181,06055;16006138;Asia
Kenya;KEN;2007;58,9;2380,776367;38036796;Africa
Kuwait;KWT;2007;77;73096,86719;2506774;Asia
Kyrgyzstan;KGZ;2007;67;3831,494873;5294777;Asia
Laos;LAO;2007;62,1;3389,364014;6041355;Asia
Latvia;LVA;2007;71,1;21042,36719;2176059;Europe
Lebanon;LBN;2007;77,1;11276,50684;4809608;Asia
Lesotho;LSO;2007;43,1;2106,840088;1983471;Africa
Liberia;LBR;2007;58,3;768,2069702;3632748;Africa
Libya;LBY;2007;71,9;20731,71875;6097177;Africa
Lithuania;LTU;2007;71,5;20138,47266;3272416;Europe
Luxembourg;LUX;2007;79,5;58369,70313;479877;Europe
Madagascar;MDG;2007;61,8;1384,185059;19924960;Africa
Malawi;MWI;2007;53,9;982,3916016;13495463;Africa
Malaysia;MYS;2007;74,2;17209,58398;27092604;Asia
Mali;MLI;2007;54,9;1441,205933;14080916;Africa
Malta;MLT;2007;80,1;23048,26367;412091;Europe
Mauritania;MRT;2007;62,2;2875,034668;3153519;Africa
Mauritius;MUS;2007;73,1;15519,41895;1270591;Africa
Mexico;MEX;2007;74,2;14684,72754;108302976;North America
Moldova;MDA;2007;68,9;4342,745605;3876847;Europe
Mongolia;MNG;2007;66;6196,589355;2605647;Asia
Montenegro;MNE;2007;74,5;12027,42969;631931;Europe
Morocco;MAR;2007;69,6;6228,431641;31232634;Africa
Mozambique;MOZ;2007;52,6;1067,966553;21280520;Africa
Myanmar;MMR;2007;62,4;3542,588379;48445652;Asia
Namibia;NAM;2007;53,7;7509,526855;2011492;Africa
Nepal;NPL;2007;66,3;1927,386475;26713652;Asia
Netherlands;NLD;2007;80,2;44008,75;16391232;Europe
New Zealand;NZL;2007;80,2;31784,44141;4221495;Oceania
Nicaragua;NIC;2007;69,6;3729,851318;5607460;North America
Niger;NER;2007;55,6;766,1868896;14897877;Africa
Nigeria;NGA;2007;50;3817,483398;148294032;Africa
North Korea;PRK;2007;68,9;1746,927612;24356508;Asia
North Macedonia;MKD;2007;73,9;10099,40723;2083494;Europe
Norway;NOR;2007;80,5;74879,8125;4709582;Europe
Oman;OMN;2007;74,5;36424,98047;2605706;Asia
Pakistan;PAK;2007;63,9;4160,365234;181924528;Asia
Palestine;PSE;2007;72,2;4250,98877;3717882;Asia
Panama;PAN;2007;76,2;13492,38281;3431619;North America
Paraguay;PRY;2007;71,1;6383,485352;5590148;South America
Peru;PER;2007;73,2;8138,365234;28600380;South America
Philippines;PHL;2007;70,5;5172,662109;89561376;Asia
Poland;POL;2007;75,3;18067,42773;38521868;Europe
Portugal;PRT;2007;79,3;25477,20508;10565547;Europe
Puerto Rico;PRI;2007;77,6;32511,11523;3775446;North America
Qatar;QAT;2007;77;97912,6875;1231904;Asia
Romania;ROU;2007;72,5;14418,83008;20744226;Europe
Russia;RUS;2007;68,2;20018,12305;143117680;Europe
Rwanda;RWA;2007;60;1291,193359;9523177;Africa
Saint Lucia;LCA;2007;72,6;9377,895508;167524;North America
Sao Tome and Principe;STP;2007;64,7;2752,087646;169859;Africa
Saudi Arabia;SAU;2007;75;36070,31641;26400066;Asia
Senegal;SEN;2007;62,5;2137,671631;11563878;Africa
Serbia;SRB;2007;73,6;10768,94238;7758181;Europe
Seychelles;SYC;2007;72,1;18832,82617;88339;Africa
Sierra Leone;SLE;2007;50,4;1320,75769;5939169;Africa
Singapore;SGP;2007;81;51844,0625;4663262;Asia
Slovakia;SVK;2007;74,5;21109,93945;5378381;Europe
Slovenia;SVN;2007;78,6;27832,76367;2023230;Europe
South Africa;ZAF;2007;55;10576,29102;49996096;Africa
South Korea;KOR;2007;79,5;29716,57031;48220600;Asia
Spain;ESP;2007;81;32735,43359;45245784;Europe
Sri Lanka;LKA;2007;72;7283,632324;20078652;Asia
Sweden;SWE;2007;81;42399,84375;9164274;Europe
Switzerland;CHE;2007;81,7;54509,53906;7541909;Europe
Syria;SYR;2007;73,7;6779,537109;20703000;Asia
Taiwan;TWN;2007;78,1;34761,3125;22942314;Asia
Tajikistan;TJK;2007;67,2;2647,209473;7188397;Asia
Tanzania;TZA;2007;57,5;1754,462646;41716500;Africa
Thailand;THA;2007;75,2;12694,71484;66826752;Asia
Togo;TGO;2007;56,5;1145,920654;6047539;Africa
Trinidad and Tobago;TTO;2007;71,7;30806,17383;1384861;North America
Tunisia;TUN;2007;75,1;9932,938477;10580399;Africa
Turkey;TUR;2007;74,2;16090,83496;70468864;Asia
Turkmenistan;TKM;2007;66,9;10829,37598;5024897;Asia
Uganda;UGA;2007;55,2;1569,829834;29629804;Africa
Ukraine;UKR;2007;68,8;10355,81836;46313064;Europe
United Arab Emirates;ARE;2007;77,1;65412,80078;5872640;Asia
United Kingdom;GBR;2007;79,5;36816,67578;61260680;Europe
United States;USA;2007;78,1;50901,74609;302743392;North America
Uruguay;URY;2007;76,5;13976,39258;3328647;South America
Uzbekistan;UZB;2007;68,3;5907,999023;27309622;Asia
Venezuela;VEN;2007;73,1;17386,08594;27525096;South America
Vietnam;VNM;2007;73,4;4037,23291;84762272;Asia
Yemen;YEM;2007;66,6;4516,143555;22641538;Asia
Zambia;ZMB;2007;52,7;2318,627197;12402078;Africa
Zimbabwe;ZWE;2007;45,6;1422,155273;12450566;Africa
Afghanistan;AFG;2008;59,9;1319,607422;26427204;Asia
Albania;ALB;2008;77,7;8522,129883;2951690;Europe
Algeria;DZA;2008;72,9;11475,00195;34569592;Africa
Angola;AGO;2008;54,6;6743,748047;21691524;Africa
Argentina;ARG;2008;75,6;18520,30469;40273768;South America
Armenia;ARM;2008;72,4;10080,8125;2983425;Asia
Australia;AUS;2008;81,5;44421,64063;21247876;Oceania
Austria;AUT;2008;80,4;40964,79297;8321134;Europe
Azerbaijan;AZE;2008;68,8;14072,62695;8999697;Asia
Bahrain;BHR;2008;78,1;30612,49805;1110352;Asia
Bangladesh;BGD;2008;67,1;2321,050537;145421328;Asia
Barbados;BRB;2008;75,4;12786,10742;272647;North America
Belarus;BLR;2008;70,9;16223,99707;9787829;Europe
Belgium;BEL;2008;79,6;38117,34766;10726720;Europe
Benin;BEN;2008;57,9;1920,306152;8906472;Africa
Bolivia;BOL;2008;65,4;4924,032227;9880593;South America
Bosnia and Herzegovina;BIH;2008;76,8;9199,261719;3943390;Europe
Botswana;BWA;2008;57,1;12385,14941;2007322;Africa
Brazil;BRA;2008;72,7;13164,01172;192672320;South America
Bulgaria;BGR;2008;73,4;14761,71484;7674912;Europe
Burkina Faso;BFA;2008;55,3;1315,453735;15197917;Africa
Burundi;BDI;2008;55,7;708,6785889;8278112;Africa
Cambodia;KHM;2008;66,5;2482,006836;13943897;Asia
Cameroon;CMR;2008;55,7;2352,799561;18777082;Africa
Canada;CAN;2008;80,7;41896,42578;33218542;North America
Cape Verde;CPV;2008;72,5;5985,106934;510342;Africa
Central African Republic;CAF;2008;48;901,8513184;4467237;Africa
Chad;TCD;2008;49;1422,231201;11098672;Africa
Chile;CHL;2008;78,5;18804,0293;16661463;South America
China;CHN;2008;74,9;8190,112305;1330167168;Asia
Colombia;COL;2008;74,3;10846,7373;43815316;South America
Comoros;COM;2008;60,5;1419,367065;629476;Africa
Congo;COG;2008;60,4;5081,131836;4089607;Africa
Costa Rica;CRI;2008;78,4;11935,1582;4501921;North America
Cote d'Ivoire;CIV;2008;53,7;2435,270508;20244452;Africa
Croatia;HRV;2008;76,2;20717,31641;4393666;Europe
Cuba;CUB;2008;77,4;6004,894043;11276607;North America
Cyprus;CYP;2008;79;28736,97461;1092402;Europe
Czechia;CZE;2008;77,2;26186,04492;10378586;Europe
Democratic Republic of Congo;COD;2008;55,3;578,8486938;62249724;Africa
Denmark;DNK;2008;78,7;44246,39844;5502752;Europe
Djibouti;DJI;2008;59,4;2463,444824;882893;Africa
Dominica;DMA;2008;73,3;8454,0625;68794;North America
Dominican Republic;DOM;2008;71,7;10225,52832;9522954;North America
Ecuador;ECU;2008;75;9103,87207;14496800;South America
Egypt;EGY;2008;69,3;9698,016602;83844784;Africa
El Salvador;SLV;2008;71,4;7312,655762;6068108;North America
Equatorial Guinea;GNQ;2008;57,1;47562,32031;994982;Africa
Estonia;EST;2008;74,4;24429,02148;1337013;Europe
Eswatini;SWZ;2008;44,2;6791,39209;1089885;Africa
Ethiopia;ETH;2008;57,6;989,9804077;84357104;Africa
Finland;FIN;2008;79,7;40129,65234;5313358;Europe
France;FRA;2008;81;36761,79297;61721004;Europe
Gabon;GAB;2008;63,1;13330,25488;1599988;Africa
Gambia;GMB;2008;60,1;1618,444458;1820544;Africa
Georgia;GEO;2008;71,3;8461,916992;3879701;Asia
Germany;DEU;2008;79,8;40715,43359;81217488;Europe
Ghana;GHA;2008;60,5;2725,78833;24326092;Africa
Greece;GRC;2008;80;28907,92578;11073621;Europe
Guatemala;GTM;2008;70,4;6604,682617;13979451;North America
Guinea;GIN;2008;56;1290,403687;9779793;Africa
Guinea-Bissau;GNB;2008;54,6;1270,722778;1488437;Africa
Haiti;HTI;2008;61,3;1555,493164;9575251;North America
Honduras;HND;2008;70,4;4358,762695;8101776;North America
Hong Kong;HKG;2008;82,4;42635,48047;7050673;Asia
Hungary;HUN;2008;74;20380,63086;10023508;Europe
Iceland;ISL;2008;81,4;40810,23047;317722;Europe
India;IND;2008;66,1;4030,654297;1206734848;Asia
Indonesia;IDN;2008;68,2;7633,166016;237936544;Asia
Iran;IRN;2008;72,6;15739,98438;73318400;Asia
Iraq;IRQ;2008;64,9;8587,264648;29218384;Asia
Ireland;IRL;2008;79,8;49583,14063;4452393;Europe
Israel;ISR;2008;81,1;27857,61914;7074530;Asia
Italy;ITA;2008;81,6;35942,9375;59224228;Europe
Jamaica;JAM;2008;71,6;7353,106934;2711378;North America
Japan;JPN;2008;82,6;35496,22656;128077632;Asia
Jordan;JOR;2008;73,6;11378,25586;6632880;Asia
Kazakhstan;KAZ;2008;66,7;18665,76563;16196521;Asia
Kenya;KEN;2008;59,6;2357,232422;39186896;Africa
Kuwait;KWT;2008;77,1;75138,11719;2650941;Asia
Kyrgyzstan;KGZ;2008;67,2;4046,720703;5345425;Asia
Laos;LAO;2008;62,6;3614,476807;6135863;Asia
Latvia;LVA;2008;72;20342,19922;2150411;Europe
Lebanon;LBN;2008;77,6;12479,10742;4887615;Asia
Lesotho;LSO;2008;43,6;2177,857422;1995016;Africa
Liberia;LBR;2008;58,8;811,15802;3783892;Africa
Libya;LBY;2008;72,3;25140,59961;6228377;Africa
Lithuania;LTU;2008;72,4;20879,80273;3224384;Europe
Luxembourg;LUX;2008;80,5;56383,19141;488643;Europe
Madagascar;MDG;2008;62,1;1458,785278;20513594;Africa
Malawi;MWI;2008;54,6;1017,820801;13889420;Africa
Malaysia;MYS;2008;74,3;17865,64063;27664304;Asia
Mali;MLI;2008;55,3;1460,495972;14551122;Africa
Malta;MLT;2008;80,1;23674,59375;413407;Europe
Mauritania;MRT;2008;62,4;2895,665039;3233342;Africa
Mauritius;MUS;2008;73,3;15957,95996;1275691;Africa
Mexico;MEX;2008;74,2;14808,08984;109684496;North America
Moldova;MDA;2008;69,4;4652,45752;3812420;Europe
Mongolia;MNG;2008;66,4;6982,146484;2633896;Asia
Montenegro;MNE;2008;75,3;13550,35645;631475;Europe
Morocco;MAR;2008;70;6530,978027;31634996;Africa
Mozambique;MOZ;2008;53,2;1031,362183;21845572;Africa
Myanmar;MMR;2008;56,5;3585,765137;48729480;Asia
Namibia;NAM;2008;54,7;7618,030762;2038556;Africa
Nepal;NPL;2008;66,4;2021,154053;26881542;Asia
Netherlands;NLD;2008;80,4;44840,71094;16460775;Europe
New Zealand;NZL;2008;80,3;31444,63281;4260235;Oceania
Nicaragua;NIC;2008;70,6;3856,552246;5687752;North America
Niger;NER;2008;56,5;809,4503784;15455181;Africa
Nigeria;NGA;2008;50,2;4084,200195;152382512;Africa
North Korea;PRK;2008;69;1794,657349;24469050;Asia
North Macedonia;MKD;2008;74,5;10674,20801;2086228;Europe
Norway;NOR;2008;80,7;76522,0625;4768654;Europe
Oman;OMN;2008;74,6;40909,9375;2651032;Asia
Pakistan;PAK;2008;64;4224,404785;185931952;Asia
Palestine;PSE;2008;72,4;4287,208984;3808824;Asia
Panama;PAN;2008;76,2;14466,96777;3495284;North America
Paraguay;PRY;2008;71,4;6713,030273;5645155;South America
Peru;PER;2008;73,4;8812,618164;28806184;South America
Philippines;PHL;2008;70,6;5328,682617;91252328;Asia
Poland;POL;2008;75,6;19011,54688;38522884;Europe
Portugal;PRT;2008;79,6;25590,88086;10580963;Europe
Puerto Rico;PRI;2008;77,8;32604,08984;3757617;North America
Qatar;QAT;2008;77,4;107402,0547;1444287;Asia
Romania;ROU;2008;73,6;16347,34375;20597516;Europe
Russia;RUS;2008;68,5;21563,46094;143086544;Europe
Rwanda;RWA;2008;61,1;1364,744995;9781999;Africa
Saint Lucia;LCA;2008;72,7;9931,68457;168584;North America
Sao Tome and Principe;STP;2008;65,1;2925,885742;174019;Africa
Saudi Arabia;SAU;2008;75,3;39393,42969;27437352;Asia
Senegal;SEN;2008;63,2;2146,791504;11872933;Africa
Serbia;SRB;2008;73,9;11650,22754;7722801;Europe
Seychelles;SYC;2008;72,4;18687,39063;89660;Africa
Sierra Leone;SLE;2008;51,5;1363,487549;6090861;Africa
Singapore;SGP;2008;81,2;52180,17188;4838404;Asia
Slovakia;SVK;2008;74,9;22231,98828;5381641;Europe
Slovenia;SVN;2008;79,1;28473,5957;2034037;Europe
South Africa;ZAF;2008;56;10977,14648;50565816;Africa
South Korea;KOR;2008;80;30117,72852;48398632;Asia
Spain;ESP;2008;81,3;32844,32422;45966544;Europe
Sri Lanka;LKA;2008;71,7;7622,408691;20285640;Asia
Sweden;SWE;2008;81,1;42189,96484;9229282;Europe
Switzerland;CHE;2008;82;56054,88281;7638288;Europe
Syria;SYR;2008;73,6;6600,378906;21474060;Asia
Taiwan;TWN;2008;78,3;34762,36719;22998324;Asia
Tajikistan;TJK;2008;67,7;2801,776123;7324633;Asia
Tanzania;TZA;2008;58,1;1848,174561;42870888;Africa
Thailand;THA;2008;75,5;12768,12891;67328240;Asia
Togo;TGO;2008;56,7;1150,35791;6222491;Africa
Trinidad and Tobago;TTO;2008;71,5;31434,30469;1392808;North America
Tunisia;TUN;2008;75,2;10294,92188;10680381;Africa
Turkey;TUR;2008;74,5;16182,73242;71320728;Asia
Turkmenistan;TKM;2008;67,4;12426,71875;5100089;Asia
Uganda;UGA;2008;55,8;1679,399536;30509868;Africa
Ukraine;UKR;2008;69,1;10824,07617;46062936;Europe
United Arab Emirates;ARE;2008;77,5;63862,08594;6988687;Asia
United Kingdom;GBR;2008;79,7;36264,78906;61742152;Europe
United States;USA;2008;78,2;50275,74609;305694912;North America
Uruguay;URY;2008;76,6;14869,92676;3336131;South America
Uzbekistan;UZB;2008;68,8;6278,273438;27726820;Asia
Venezuela;VEN;2008;72,4;18019,08984;27933836;South America
Vietnam;VNM;2008;73,4;4200,235352;85597232;Asia
Yemen;YEM;2008;67;4549,008789;23329008;Asia
Zambia;ZMB;2008;53,9;2504,75708;12852968;Africa
Zimbabwe;ZWE;2008;46,7;1197,526123;12550353;Africa
Afghanistan;AFG;2009;60,4;1557,320557;27385310;Asia
Albania;ALB;2009;77,8;8859,47168;2930553;Europe
Algeria;DZA;2009;73,6;11907,02148;35196040;Africa
Angola;AGO;2009;55,8;7087,604004;22507674;Africa
Argentina;ARG;2009;75,9;17328,97656;40684344;South America
Armenia;ARM;2009;72,8;8399,086914;2964300;Asia
Australia;AUS;2009;81,8;44686,54297;21660898;Oceania
Austria;AUT;2009;80,2;39463,65625;8342939;Europe
Azerbaijan;AZE;2009;69,4;15384,29297;9119630;Asia
Bahrain;BHR;2009;78,5;31729,56641;1179460;Asia
Bangladesh;BGD;2009;67,4;2448,886963;146706816;Asia
Barbados;BRB;2009;75,7;12094,32422;273801;North America
Belarus;BLR;2009;71,1;16088,72461;9757710;Europe
Belgium;BEL;2009;79,8;36998,64844;10801357;Europe
Benin;BEN;2009;58;1888,775757;9172514;Africa
Bolivia;BOL;2009;65,9;5011,338379;10051322;South America
Bosnia and Herzegovina;BIH;2009;77;9018,505859;3877755;Europe
Botswana;BWA;2009;58,3;11494,75684;2048997;Africa
Brazil;BRA;2009;72,9;13180,89063;194517552;South America
Bulgaria;BGR;2009;73,7;14363,25879;7634737;Europe
Burkina Faso;BFA;2009;56;1287,367798;15650018;Africa
Burundi;BDI;2009;56,4;709,0325928;8709371;Africa
Cambodia;KHM;2009;67,4;2433,306152;14155742;Asia
Cameroon;CMR;2009;56,1;2370,130615;19319276;Africa
Canada;CAN;2009;81,1;40312,62109;33593920;North America
Cape Verde;CPV;2009;73,1;5926,506348;515643;Africa
Central African Republic;CAF;2009;48,6;898,7005005;4564544;Africa
Chad;TCD;2009;49,2;1533,179443;11496138;Africa
Chile;CHL;2009;78,7;18184,48047;16833450;South America
China;CHN;2009;75,3;8734,041016;1339125632;Asia
Colombia;COL;2009;74,7;10894,10254;44313916;South America
Comoros;COM;2009;60,8;1455,282349;642498;Africa
Congo;COG;2009;61,1;5379,004395;4257234;Africa
Costa Rica;CRI;2009;78,7;11638,00195;4563131;North America
Cote d'Ivoire;CIV;2009;54,4;2508,822021;20677762;Africa
Croatia;HRV;2009;76,4;19501,58789;4382142;Europe
Cuba;CUB;2009;77,5;6248,304199;11283184;North America
Cyprus;CYP;2009;79,4;27735,0332;1110979;Europe
Czechia;CZE;2009;77,3;25093,86328;10421515;Europe
Democratic Republic of Congo;COD;2009;55,8;595,0161133;64270236;Africa
Denmark;DNK;2009;79;42090,17188;5526455;Europe
Djibouti;DJI;2009;59,7;2521,504639;901106;Africa
Dominica;DMA;2009;72,2;8511,858398;68805;North America
Dominican Republic;DOM;2009;71,9;10365,6748;9648061;North America
Ecuador;ECU;2009;75,2;9081,370117;14742768;South America
Egypt;EGY;2009;69,5;10159,00195;85501064;Africa
El Salvador;SLV;2009;71,6;7166,15918;6091181;North America
Equatorial Guinea;GNQ;2009;57,4;47161,28516;1043698;Africa
Estonia;EST;2009;75,2;20538,04883;1334557;Europe
Eswatini;SWZ;2009;44,6;7011,095215;1094890;Africa
Ethiopia;ETH;2009;58,8;1043,53186;86755584;Africa
Finland;FIN;2009;79,8;36662,61328;5338813;Europe
France;FRA;2009;81,2;35534,92578;62093300;Europe
Gabon;GAB;2009;63,3;13617,89648;1653549;Africa
Gambia;GMB;2009;60,4;1692,642334;1878124;Africa
Georgia;GEO;2009;71,9;8062,083984;3855203;Asia
Germany;DEU;2009;79,9;38962,9375;81260624;Europe
Ghana;GHA;2009;60,9;2793,87085;24950768;Africa
Greece;GRC;2009;80,3;27839,89844;11055503;Europe
Guatemala;GTM;2009;70,6;6488,645996;14259415;North America
Guinea;GIN;2009;56,3;1255,241943;10021319;Africa
Guinea-Bissau;GNB;2009;55,5;1292,029297;1527207;Africa
Haiti;HTI;2009;61,7;1604,112671;9730646;North America
Honduras;HND;2009;70,9;4200,160645;8277309;North America
Hong Kong;HKG;2009;82,6;41076,23438;7094600;Asia
Hungary;HUN;2009;74,2;19461,07031;10008581;Europe
Iceland;ISL;2009;81,6;37701,85156;318809;Europe
India;IND;2009;66,5;4270,708008;1223640192;Asia
Indonesia;IDN;2009;68,5;7935,844238;240981296;Asia
Iran;IRN;2009;72,7;16575,07031;74322688;Asia
Iraq;IRQ;2009;66,4;9268,708984;30289044;Asia
Ireland;IRL;2009;80;47375,73438;4499797;Europe
Israel;ISR;2009;81,6;27644,69727;7199704;Asia
Italy;ITA;2009;81,8;34055,22656;59562844;Europe
Jamaica;JAM;2009;72,1;7115,373047;2722405;North America
Japan;JPN;2009;83;33590,01172;128117040;Asia
Jordan;JOR;2009;73,8;11651,25;6780508;Asia
Kazakhstan;KAZ;2009;67,3;18750,54102;16402365;Asia
Kenya;KEN;2009;60,4;2404,629639;40364448;Africa
Kuwait;KWT;2009;77,4;70072,72656;2795553;Asia
Kyrgyzstan;KGZ;2009;67,8;4075,833984;5414084;Asia
Laos;LAO;2009;63,3;3843,82959;6229933;Asia
Latvia;LVA;2009;72,8;17582,11133;2126268;Europe
Lebanon;LBN;2009;77,9;14039,34668;4951138;Asia
Lesotho;LSO;2009;44;2199,39502;2009178;Africa
Liberia;LBR;2009;59,2;838,4520264;3905066;Africa
Libya;LBY;2009;72,4;26403,78711;6360194;Africa
Lithuania;LTU;2009;73,2;17983,34961;3180482;Europe
Luxembourg;LUX;2009;80,6;52731,39063;497876;Europe
Madagascar;MDG;2009;62,7;1367,686279;21117092;Africa
Malawi;MWI;2009;55,4;1061,949463;14298937;Africa
Malaysia;MYS;2009;74,2;17430,44531;28217208;Asia
Mali;MLI;2009;55,9;1477,418457;15032645;Africa
Malta;MLT;2009;80,7;22927,6543;415509;Europe
Mauritania;MRT;2009;62,8;2855,574707;3322625;Africa
Mauritius;MUS;2009;73,6;16029,26367;1279868;Africa
Mexico;MEX;2009;74,1;14026,98926;111049424;North America
Moldova;MDA;2009;69,6;4342,527832;3749496;Europe
Mongolia;MNG;2009;66,8;7126,808594;2666718;Asia
Montenegro;MNE;2009;75,3;13459,49902;631187;Europe
Morocco;MAR;2009;70,5;6741,460449;32042880;Africa
Mozambique;MOZ;2009;53,8;991,7451782;22436660;Africa
Myanmar;MMR;2009;63,2;3673,436768;49015836;Asia
Namibia;NAM;2009;55,5;7548,128906;2067928;Africa
Nepal;NPL;2009;66,8;2085,243652;27026952;Asia
Netherlands;NLD;2009;80,7;43178,50781;16536200;Europe
New Zealand;NZL;2009;80,6;31233,07617;4302884;Oceania
Nicaragua;NIC;2009;71,4;3771,947021;5770649;North America
Niger;NER;2009;57,4;775,253418;16037917;Africa
Nigeria;NGA;2009;50,7;4416,347168;156595744;Africa
North Korea;PRK;2009;69,7;1768,889648;24581508;Asia
North Macedonia;MKD;2009;74,7;10657,87793;2089793;Europe
Norway;NOR;2009;80,9;76625,63281;4829195;Europe
Oman;OMN;2009;74,7;44244,64844;2697543;Asia
Pakistan;PAK;2009;64,1;4288,461914;190123232;Asia
Palestine;PSE;2009;72,6;4426,316895;3899401;Asia
Panama;PAN;2009;76,3;14515,76563;3559339;North America
Paraguay;PRY;2009;71,6;6376,941406;5702579;South America
Peru;PER;2009;73,5;8836,016602;29009326;South America
Philippines;PHL;2009;70,6;5338,306152;92946952;Asia
Poland;POL;2009;75,8;19718,46484;38555288;Europe
Portugal;PRT;2009;79,8;24902,45703;10591341;Europe
Puerto Rico;PRI;2009;77,9;32648,10352;3738934;North America
Qatar;QAT;2009;77,9;115283,4141;1610281;Asia
Romania;ROU;2009;74;15866,12695;20466318;Europe
Russia;RUS;2009;69,2;20335,55859;143163648;Europe
Rwanda;RWA;2009;62;1384,258911;10043736;Africa
Saint Lucia;LCA;2009;72,7;10061,63379;169694;North America
Sao Tome and Principe;STP;2009;65,1;2949,886719;178145;Africa
Saudi Arabia;SAU;2009;75,4;39671,55469;28483800;Asia
Senegal;SEN;2009;63,9;2129,336426;12195028;Africa
Serbia;SRB;2009;74;11576,58887;7688037;Europe
Seychelles;SYC;2009;72,7;18743,99609;91046;Africa
Sierra Leone;SLE;2009;52,6;1378,35791;6259845;Africa
Singapore;SGP;2009;81,5;51344,47656;5010707;Asia
Slovakia;SVK;2009;75,2;20953,03711;5388934;Europe
Slovenia;SVN;2009;79,3;25905,51367;2045578;Europe
South Africa;ZAF;2009;57,4;10873,0459;51170780;Africa
South Korea;KOR;2009;80,6;29967,5625;48588024;Asia
Spain;ESP;2009;81,6;31669,69141;46367772;Europe
Sri Lanka;LKA;2009;69,2;7796,647461;20482484;Asia
Sweden;SWE;2009;81,4;40116,3125;9301413;Europe
Switzerland;CHE;2009;82;55171,5;7734402;Europe
Syria;SYR;2009;73,9;6586,518066;21827222;Asia
Taiwan;TWN;2009;78,8;33974,45313;23044086;Asia
Tajikistan;TJK;2009;68;2853,888428;7468603;Asia
Tanzania;TZA;2009;58,9;1946,848145;43957940;Africa
Thailand;THA;2009;75,8;12543,39844;67813656;Asia
Togo;TGO;2009;57;1165,888794;6398626;Africa
Trinidad and Tobago;TTO;2009;73,1;29657,46289;1401197;North America
Tunisia;TUN;2009;75,3;10533,21777;10784499;Africa
Turkey;TUR;2009;74,8;15188,41992;72225648;Asia
