pais;codigo;anpo;expectativa_vida;pib_per_capita;populacao;continente
Jordan;JOR;1400;;;69000;
Kazakhstan;KAZ;1400;;;1200005;
Kenya;KEN;1400;;;1360000;
Kuwait;KWT;1400;;;68999;
Kyrgyzstan;KGZ;1400;;;329999;
Laos;LAO;1400;;;368571;
Latvia;LVA;1400;;;81697;
Lebanon;LBN;1400;;;406000;
Lesotho;LSO;1400;;;54597;
Liberia;LBR;1400;;;285868;
Libya;LBY;1400;;;400000;
Liechtenstein;LIE;1400;;;6875;
Lithuania;LTU;1400;;;95245;
Luxembourg;LUX;1400;;;60596;
Madagascar;MDG;1400;;;533332;
Malawi;MWI;1400;;;321299;
Malaysia;MYS;1400;;;356799;
Mali;MLI;1400;;;999999;
Malta;MLT;1400;;;9999;
Martinique;MTQ;1400;;;44920;
Mauritania;MRT;1400;;;240000;
Mexico;MEX;1400;;;23000050;
Moldova;MDA;1400;;;234000;
Mongolia;MNG;1400;;;600000;
Montserrat;MSR;1400;;;504;
Morocco;MAR;1400;;;1800000;
Mozambique;MOZ;1400;;;860000;
Myanmar;MMR;1400;;;3450001;
Namibia;NAM;1400;;;121771;
Nepal;NPL;1400;;;1900001;
Netherlands;NLD;1400;;1917,112305;629551;
Netherlands Antilles;ANT;1400;;;969;
New Caledonia;NCL;1400;;;15646;
New Zealand;NZL;1400;;;19999;
Nicaragua;NIC;1400;;;298006;
Niger;NER;1400;;;749999;
Nigeria;NGA;1400;;;9999999;
North Korea;PRK;1400;;;1260000;
North Macedonia;MKD;1400;;;172000;
Norway;NOR;1400;;;200000;
Oman;OMN;1400;;;199999;
Pakistan;PAK;1400;;;7990016;
Panama;PAN;1400;;;177164;
Papua New Guinea;PNG;1400;;;1151697;
Paraguay;PRY;1400;;;180000;
Peru;PER;1400;;;3800001;
Philippines;PHL;1400;;;419904;
Poland;POL;1400;;956;3499996;
Portugal;PRT;1400;;;825848;
Puerto Rico;PRI;1400;;;3067;
Qatar;QAT;1400;;;7237;
Romania;ROU;1400;;;1249998;
Russia;RUS;1400;;;5867968;
Rwanda;RWA;1400;;;537600;
Saint Kitts and Nevis;KNA;1400;;;1072;
Saint Lucia;LCA;1400;;;1178;
Saint Pierre and Miquelon;SPM;1400;;;203;
Saint Vincent and the Grenadines;VCT;1400;;;2311;
Samoa;WSM;1400;;;2490;
Sao Tome and Principe;STP;1400;;;3283;
Saudi Arabia;SAU;1400;;;1950002;
Senegal;SEN;1400;;;288255;
Serbia;SRB;1400;;;770000;
Sierra Leone;SLE;1400;;;5695;
Singapore;SGP;1400;;;398;
Slovakia;SVK;1400;;;699999;
Slovenia;SVN;1400;;;222373;
Solomon Islands;SLB;1400;;;965;
Somalia;SOM;1400;;;700560;
South Africa;ZAF;1400;;;464400;
South Korea;KOR;1400;;;2240000;
Spain;ESP;1400;;;5499988;
Sri Lanka;LKA;1400;;;929999;
Sudan;SDN;1400;;;3733326;
Suriname;SUR;1400;;;13372;
Sweden;SWE;1400;;1543;433628;
Switzerland;CHE;1400;;;600000;
Syria;SYR;1400;;;993999;
Taiwan;TWN;1400;;;178358;
Tajikistan;TJK;1400;;;290000;
Tanzania;TZA;1400;;;2699992;
Thailand;THA;1400;;;1817959;
Timor;TLS;1400;;;82055;
Togo;TGO;1400;;;358785;
Tonga;TON;1400;;;3885;
Trinidad and Tobago;TTO;1400;;;57;
Tunisia;TUN;1400;;;800000;
Turkey;TUR;1400;;;5800000;
Turkmenistan;TKM;1400;;;220000;
Turks and Caicos Islands;TCA;1400;;;9;
Uganda;UGA;1400;;;1360000;
Ukraine;UKR;1400;;;2061001;
United Arab Emirates;ARE;1400;;;30999;
United Kingdom;GBR;1400;;1717;2903871;
United States;USA;1400;;;1739206;
United States Virgin Islands;VIR;1400;;;692;
Uruguay;URY;1400;;;21566;
Uzbekistan;UZB;1400;;;1180000;
Vanuatu;VUT;1400;;;4679;
Venezuela;VEN;1400;;;380000;
Vietnam;VNM;1400;;;1760004;
Western Sahara;ESH;1400;;;213;
World;OWID_WRL;1400;;;442480757;
Yemen;YEM;1400;;;2050000;
Zambia;ZMB;1400;;;272699;
Zimbabwe;ZWE;1400;;;169999;
France;FRA;1401;;1779;;
Italy;ITA;1401;;3118,213135;;
Netherlands;NLD;1401;;1943,850342;;
Sweden;SWE;1401;;1540;;
United Kingdom;GBR;1401;;1696;;
France;FRA;1402;;1761;;
Italy;ITA;1402;;3026,049316;;
Netherlands;NLD;1402;;1880,570435;;
Sweden;SWE;1402;;1537;;
United Kingdom;GBR;1402;;1742;;
France;FRA;1403;;1745;;
Italy;ITA;1403;;3325,582031;;
Netherlands;NLD;1403;;1957,21936;;
Sweden;SWE;1403;;1530;;
United Kingdom;GBR;1403;;1770;;
France;FRA;1404;;1728;;
Italy;ITA;1404;;3241,098389;;
Netherlands;NLD;1404;;2167,557861;;
Spain;ESP;1404;;1375,98999;;
Sweden;SWE;1404;;1524;;
United Kingdom;GBR;1404;;1801;;
France;FRA;1405;;1745;;
Italy;ITA;1405;;2933,885254;;
Netherlands;NLD;1405;;2043,671997;;
Sweden;SWE;1405;;1514;;
United Kingdom;GBR;1405;;1805;;
France;FRA;1406;;1745;;
Italy;ITA;1406;;2995,327881;;
Netherlands;NLD;1406;;2079,32251;;
Sweden;SWE;1406;;1510;;
United Kingdom;GBR;1406;;1674;;
France;FRA;1407;;1761;;
Italy;ITA;1407;;2895,483643;;
Netherlands;NLD;1407;;2021,390381;;
Sweden;SWE;1407;;1508;;
United Kingdom;GBR;1407;;1677;;
France;FRA;1408;;1761;;
Italy;ITA;1408;;2857,082031;;
Netherlands;NLD;1408;;2058,823486;;
Sweden;SWE;1408;;1503;;
United Kingdom;GBR;1408;;1552;;
France;FRA;1409;;1761;;
Italy;ITA;1409;;2880,123047;;
Netherlands;NLD;1409;;1897,504517;;
Poland;POL;1409;;894;;
Sweden;SWE;1409;;1498;;
United Kingdom;GBR;1409;;1607;;
China;CHN;1410;;1414;;
France;FRA;1410;;1761;;
Italy;ITA;1410;;3148,934326;;
Netherlands;NLD;1410;;1966,131958;;
Poland;POL;1410;;896;;
Sweden;SWE;1410;;1498;;
United Kingdom;GBR;1410;;1708;;
France;FRA;1411;;1761;;
Italy;ITA;1411;;2841,721191;;
Netherlands;NLD;1411;;2063,279785;;
Poland;POL;1411;;897;;
Sweden;SWE;1411;;1500;;
United Kingdom;GBR;1411;;1673;;
France;FRA;1412;;1745;;
Italy;ITA;1412;;2665,07373;;
Netherlands;NLD;1412;;1950,980347;;
Poland;POL;1412;;899;;
Sweden;SWE;1412;;1503;;
United Kingdom;GBR;1412;;1635;;
France;FRA;1413;;1745;;
Italy;ITA;1413;;3694,237793;;
Netherlands;NLD;1413;;1861,85376;;
Poland;POL;1413;;899;;
Sweden;SWE;1413;;1511;;
United Kingdom;GBR;1413;;1483;;
France;FRA;1414;;1745;;
Italy;ITA;1414;;3425,42627;;
Netherlands;NLD;1414;;2098,93042;;
Poland;POL;1414;;902;;
Sweden;SWE;1414;;1519;;
United Kingdom;GBR;1414;;1686;;
France;FRA;1415;;1745;;
Italy;ITA;1415;;3118,213135;;
Netherlands;NLD;1415;;1932,263794;;
Poland;POL;1415;;928;;
Spain;ESP;1415;;1375,98999;;
Sweden;SWE;1415;;1517;;
United Kingdom;GBR;1415;;1726;;
France;FRA;1416;;1745;;
Italy;ITA;1416;;2857,082031;;
Netherlands;NLD;1416;;1890,374268;;
Poland;POL;1416;;939;;
Sweden;SWE;1416;;1524;;
United Kingdom;GBR;1416;;1665;;
France;FRA;1417;;1728;;
Italy;ITA;1417;;2956,92627;;
Netherlands;NLD;1417;;1900,178345;;
Poland;POL;1417;;948;;
Sweden;SWE;1417;;1618;;
United Kingdom;GBR;1417;;1821;;
France;FRA;1418;;1728;;
Italy;ITA;1418;;3271,81958;;
Netherlands;NLD;1418;;1912,656006;;
Poland;POL;1418;;960;;
Sweden;SWE;1418;;1358;;
United Kingdom;GBR;1418;;1729;;
France;FRA;1419;;1728;;
Italy;ITA;1419;;3141,25415;;
Netherlands;NLD;1419;;1913,547241;;
Poland;POL;1419;;969;;
Sweden;SWE;1419;;1390;;
United Kingdom;GBR;1419;;1821;;
China;CHN;1420;;1412;;
France;FRA;1420;;1728;;
Italy;ITA;1420;;2933,885254;;
Netherlands;NLD;1420;;1924,242432;;
Poland;POL;1420;;980;;
Sweden;SWE;1420;;1360;;
United Kingdom;GBR;1420;;1778;;
France;FRA;1421;;1728;;
Italy;ITA;1421;;3187,336182;;
Netherlands;NLD;1421;;1824,420654;;
Poland;POL;1421;;988;;
Sweden;SWE;1421;;1363;;
United Kingdom;GBR;1421;;1661;;
France;FRA;1422;;1745;;
Italy;ITA;1422;;3548,311523;;
Netherlands;NLD;1422;;1897,504517;;
Poland;POL;1422;;998;;
Sweden;SWE;1422;;1393;;
United Kingdom;GBR;1422;;1716;;
France;FRA;1423;;1745;;
Italy;ITA;1423;;3440,786865;;
Netherlands;NLD;1423;;1920,677368;;
Poland;POL;1423;;1007;;
Sweden;SWE;1423;;1452;;
United Kingdom;GBR;1423;;1812;;
France;FRA;1424;;1745;;
Italy;ITA;1424;;3602,07373;;
Netherlands;NLD;1424;;2072,192383;;
Poland;POL;1424;;1020;;
Sweden;SWE;1424;;1361;;
United Kingdom;GBR;1424;;1827;;
France;FRA;1425;;1745;;
Italy;ITA;1425;;3317,901611;;
Netherlands;NLD;1425;;1917,112305;;
Poland;POL;1425;;1030;;
Spain;ESP;1425;;1375,98999;;
Sweden;SWE;1425;;1525;;
United Kingdom;GBR;1425;;1765;;
France;FRA;1426;;1761;;
Italy;ITA;1426;;3241,098389;;
Netherlands;NLD;1426;;2093,583008;;
Poland;POL;1426;;1019;;
Sweden;SWE;1426;;1454;;
United Kingdom;GBR;1426;;1712;;
France;FRA;1427;;1745;;
Italy;ITA;1427;;3287,18042;;
Netherlands;NLD;1427;;2267,379639;;
Poland;POL;1427;;1020;;
Sweden;SWE;1427;;1443;;
United Kingdom;GBR;1427;;1668;;
France;FRA;1428;;1761;;
Italy;ITA;1428;;3648,155762;;
Netherlands;NLD;1428;;1880,570435;;
Poland;POL;1428;;1022;;
Sweden;SWE;1428;;1415;;
United Kingdom;GBR;1428;;1567;;
France;FRA;1429;;1761;;
Italy;ITA;1429;;3632,795166;;
Netherlands;NLD;1429;;1909,090942;;
Poland;POL;1429;;1020;;
Sweden;SWE;1429;;1441;;
United Kingdom;GBR;1429;;1622;;
China;CHN;1430;;1498;;
France;FRA;1430;;1761;;
Italy;ITA;1430;;3433,106689;;
Netherlands;NLD;1430;;1914,438477;;
Poland;POL;1430;;1019;;
Sweden;SWE;1430;;1486;;
United Kingdom;GBR;1430;;1669;;
France;FRA;1431;;1779;;
Italy;ITA;1431;;3010,688477;;
Netherlands;NLD;1431;;1955,436646;;
Poland;POL;1431;;1017;;
Sweden;SWE;1431;;1376;;
United Kingdom;GBR;1431;;1681;;
France;FRA;1432;;1779;;
Italy;ITA;1432;;2849,401611;;
Netherlands;NLD;1432;;2229,05542;;
Poland;POL;1432;;1014;;
Sweden;SWE;1432;;1352;;
United Kingdom;GBR;1432;;1664;;
France;FRA;1433;;1779;;
Italy;ITA;1433;;3256,458984;;
Netherlands;NLD;1433;;2165,775391;;
Poland;POL;1433;;1009;;
Sweden;SWE;1433;;1328;;
United Kingdom;GBR;1433;;1717;;
France;FRA;1434;;1779;;
Italy;ITA;1434;;3325,582031;;
Netherlands;NLD;1434;;2239,750488;;
Poland;POL;1434;;1006;;
Sweden;SWE;1434;;1326;;
United Kingdom;GBR;1434;;1823;;
France;FRA;1435;;1779;;
Italy;ITA;1435;;3271,81958;;
Netherlands;NLD;1435;;2319,964355;;
Poland;POL;1435;;996;;
Spain;ESP;1435;;1411,72998;;
Sweden;SWE;1435;;1242;;
United Kingdom;GBR;1435;;1623;;
France;FRA;1436;;1779;;
Italy;ITA;1436;;3087,491699;;
Netherlands;NLD;1436;;2135,472412;;
Poland;POL;1436;;990;;
Sweden;SWE;1436;;1208;;
United Kingdom;GBR;1436;;1515;;
France;FRA;1437;;1795;;
Italy;ITA;1437;;3287,18042;;
Netherlands;NLD;1437;;2177,361816;;
Poland;POL;1437;;980;;
Sweden;SWE;1437;;1211;;
United Kingdom;GBR;1437;;1457;;
France;FRA;1438;;1795;;
Italy;ITA;1438;;3279,5;;
Netherlands;NLD;1438;;2133,689697;;
Poland;POL;1438;;969;;
Sweden;SWE;1438;;1272;;
United Kingdom;GBR;1438;;1533;;
France;FRA;1439;;1795;;
Italy;ITA;1439;;2979,967285;;
Netherlands;NLD;1439;;1982,174683;;
Poland;POL;1439;;958;;
Sweden;SWE;1439;;1272;;
United Kingdom;GBR;1439;;1605;;
China;CHN;1440;;1458;;
France;FRA;1440;;1795;;
Italy;ITA;1440;;2979,967285;;
Netherlands;NLD;1440;;2081,105225;;
Poland;POL;1440;;948;;
Sweden;SWE;1440;;1248;;
United Kingdom;GBR;1440;;1623;;
France;FRA;1441;;1795;;
Italy;ITA;1441;;2964,606689;;
Netherlands;NLD;1441;;2131,016113;;
Poland;POL;1441;;940;;
Sweden;SWE;1441;;1278;;
United Kingdom;GBR;1441;;1438;;
France;FRA;1442;;1795;;
Italy;ITA;1442;;2741,876953;;
Netherlands;NLD;1442;;1996,434937;;
Poland;POL;1442;;931;;
Sweden;SWE;1442;;1307;;
United Kingdom;GBR;1442;;1492;;
France;FRA;1443;;1812;;
Italy;ITA;1443;;3287,18042;;
Netherlands;NLD;1443;;2141,711182;;
Poland;POL;1443;;925;;
Sweden;SWE;1443;;1299;;
United Kingdom;GBR;1443;;1808;;
France;FRA;1444;;1812;;
Italy;ITA;1444;;3110,532715;;
Netherlands;NLD;1444;;2280,748779;;
Poland;POL;1444;;920;;
Sweden;SWE;1444;;1339;;
United Kingdom;GBR;1444;;1810;;
France;FRA;1445;;1812;;
Italy;ITA;1445;;3287,18042;;
Netherlands;NLD;1445;;2150,623779;;
Poland;POL;1445;;913;;
Spain;ESP;1445;;1358,119995;;
Sweden;SWE;1445;;1337;;
United Kingdom;GBR;1445;;1564;;
France;FRA;1446;;1812;;
Italy;ITA;1446;;3195,016357;;
Netherlands;NLD;1446;;2158,645264;;
Poland;POL;1446;;909;;
Sweden;SWE;1446;;1317;;
United Kingdom;GBR;1446;;1667;;
France;FRA;1447;;1830;;
Italy;ITA;1447;;3609,75415;;
Netherlands;NLD;1447;;2114,082031;;
Poland;POL;1447;;905;;
Sweden;SWE;1447;;1213;;
United Kingdom;GBR;1447;;1711;;
France;FRA;1448;;1812;;
Italy;ITA;1448;;3486,868896;;
Netherlands;NLD;1448;;2159,536621;;
Poland;POL;1448;;904;;
Sweden;SWE;1448;;1173;;
United Kingdom;GBR;1448;;1772;;
France;FRA;1449;;1812;;
Italy;ITA;1449;;3494,549316;;
Netherlands;NLD;1449;;2179,144287;;
Poland;POL;1449;;905;;
Sweden;SWE;1449;;1631;;
United Kingdom;GBR;1449;;1629;;
China;CHN;1450;;1375,380005;;
France;FRA;1450;;1812;;
Italy;ITA;1450;;3218,057373;;
Japan;JPN;1450;;866,5499878;;
Netherlands;NLD;1450;;2201,426025;;
Poland;POL;1450;;905;;
Sweden;SWE;1450;;1557;;
Turkey;TUR;1450;;781;;
United Kingdom;GBR;1450;;1683;;
France;FRA;1451;;1812;;
Italy;ITA;1451;;3210,376953;;
Netherlands;NLD;1451;;2392,156982;;
Poland;POL;1451;;907;;
Sweden;SWE;1451;;1388;;
United Kingdom;GBR;1451;;1685;;
France;FRA;1452;;1795;;
Italy;ITA;1452;;3325,582031;;
Netherlands;NLD;1452;;2276,292236;;
Poland;POL;1452;;907;;
Sweden;SWE;1452;;1425;;
United Kingdom;GBR;1452;;1663;;
France;FRA;1453;;1812;;
Italy;ITA;1453;;3325,582031;;
Netherlands;NLD;1453;;2367,201416;;
Poland;POL;1453;;909;;
Sweden;SWE;1453;;1356;;
United Kingdom;GBR;1453;;1676;;
France;FRA;1454;;1795;;
Italy;ITA;1454;;3248,778809;;
Netherlands;NLD;1454;;2420,67749;;
Poland;POL;1454;;910;;
Sweden;SWE;1454;;1207;;
United Kingdom;GBR;1454;;1677;;
France;FRA;1455;;1795;;
Italy;ITA;1455;;3079,811523;;
Netherlands;NLD;1455;;2295,008789;;
Poland;POL;1455;;910;;
Spain;ESP;1455;;1393,859985;;
Sweden;SWE;1455;;1436;;
United Kingdom;GBR;1455;;1663;;
France;FRA;1456;;1779;;
Italy;ITA;1456;;2926,204834;;
Netherlands;NLD;1456;;2249,554443;;
Poland;POL;1456;;901;;
Sweden;SWE;1456;;2184;;
United Kingdom;GBR;1456;;1680;;
France;FRA;1457;;1779;;
Italy;ITA;1457;;2903,163818;;
Netherlands;NLD;1457;;2209,44751;;
Poland;POL;1457;;889;;
Sweden;SWE;1457;;2158;;
United Kingdom;GBR;1457;;1536;;
France;FRA;1458;;1761;;
Italy;ITA;1458;;3317,901611;;
Netherlands;NLD;1458;;2248,663086;;
Poland;POL;1458;;878;;
Sweden;SWE;1458;;1765;;
United Kingdom;GBR;1458;;1625;;
France;FRA;1459;;1761;;
Italy;ITA;1459;;3494,549316;;
Netherlands;NLD;1459;;2304,812744;;
Poland;POL;1459;;869;;
Sweden;SWE;1459;;1787;;
United Kingdom;GBR;1459;;1599;;
China;CHN;1460;;1324;;
France;FRA;1460;;1745;;
Italy;ITA;1460;;3663,516357;;
Netherlands;NLD;1460;;2321,746826;;
Poland;POL;1460;;858;;
Sweden;SWE;1460;;1690;;
United Kingdom;GBR;1460;;1598;;
France;FRA;1461;;1728;;
Italy;ITA;1461;;3663,516357;;
Netherlands;NLD;1461;;2262,031982;;
Poland;POL;1461;;846;;
Sweden;SWE;1461;;1707;;
United Kingdom;GBR;1461;;1603;;
France;FRA;1462;;1728;;
Italy;ITA;1462;;3502,229492;;
Netherlands;NLD;1462;;2368,983887;;
Poland;POL;1462;;835;;
Sweden;SWE;1462;;1760;;
United Kingdom;GBR;1462;;1752;;
France;FRA;1463;;1710;;
Italy;ITA;1463;;3356,303223;;
Netherlands;NLD;1463;;2362,745117;;
Poland;POL;1463;;822;;
Sweden;SWE;1463;;1940;;
United Kingdom;GBR;1463;;1772;;
France;FRA;1464;;1710;;
Italy;ITA;1464;;2956,92627;;
Netherlands;NLD;1464;;2357,397461;;
Poland;POL;1464;;811;;
Sweden;SWE;1464;;1870;;
United Kingdom;GBR;1464;;1615;;
France;FRA;1465;;1710;;
Italy;ITA;1465;;2933,885254;;
Netherlands;NLD;1465;;2438,502686;;
Poland;POL;1465;;800;;
Spain;ESP;1465;;1340,25;;
Sweden;SWE;1465;;1804;;
United Kingdom;GBR;1465;;1567;;
France;FRA;1466;;1710;;
Italy;ITA;1466;;2933,885254;;
Netherlands;NLD;1466;;2338,680908;;
Poland;POL;1466;;789;;
Sweden;SWE;1466;;1873;;
United Kingdom;GBR;1466;;1554;;
France;FRA;1467;;1710;;
Italy;ITA;1467;;2987,647461;;
Netherlands;NLD;1467;;2292,335205;;
Poland;POL;1467;;789;;
Sweden;SWE;1467;;1970;;
United Kingdom;GBR;1467;;1600;;
France;FRA;1468;;1710;;
Italy;ITA;1468;;3141,25415;;
Netherlands;NLD;1468;;2248,663086;;
Poland;POL;1468;;791;;
Sweden;SWE;1468;;2263;;
United Kingdom;GBR;1468;;1669;;
France;FRA;1469;;1728;;
Italy;ITA;1469;;3187,336182;;
Netherlands;NLD;1469;;2278,074951;;
Poland;POL;1469;;791;;
Sweden;SWE;1469;;1436;;
United Kingdom;GBR;1469;;1645;;
China;CHN;1470;;1341;;
France;FRA;1470;;1728;;
Italy;ITA;1470;;3387,024658;;
Netherlands;NLD;1470;;2279,857422;;
Poland;POL;1470;;791;;
Sweden;SWE;1470;;1529;;
United Kingdom;GBR;1470;;1597;;
France;FRA;1471;;1745;;
Italy;ITA;1471;;3333,262207;;
Netherlands;NLD;1471;;2237,968018;;
Poland;POL;1471;;789;;
Sweden;SWE;1471;;1812;;
United Kingdom;GBR;1471;;1525;;
France;FRA;1472;;1779;;
Italy;ITA;1472;;3148,934326;;
Netherlands;NLD;1472;;2335,115967;;
Poland;POL;1472;;792;;
Sweden;SWE;1472;;1704;;
United Kingdom;GBR;1472;;1575;;
France;FRA;1473;;1779;;
Italy;ITA;1473;;2880,123047;;
Netherlands;NLD;1473;;2358,288818;;
Poland;POL;1473;;802;;
Sweden;SWE;1473;;1546;;
United Kingdom;GBR;1473;;1560;;
France;FRA;1474;;1761;;
Italy;ITA;1474;;2811;;
Netherlands;NLD;1474;;2352,941162;;
Poland;POL;1474;;810;;
Sweden;SWE;1474;;1325;;
United Kingdom;GBR;1474;;1642;;
France;FRA;1475;;1745;;
Italy;ITA;1475;;2849,401611;;
Netherlands;NLD;1475;;2279,857422;;
Poland;POL;1475;;818;;
Spain;ESP;1475;;1304,51001;;
Sweden;SWE;1475;;1366;;
United Kingdom;GBR;1475;;1592;;
France;FRA;1476;;1710;;
Italy;ITA;1476;;2757,237793;;
Netherlands;NLD;1476;;2301,247803;;
Poland;POL;1476;;826;;
Sweden;SWE;1476;;1301;;
United Kingdom;GBR;1476;;1475;;
France;FRA;1477;;1677;;
Italy;ITA;1477;;2811;;
Netherlands;NLD;1477;;2352,049805;;
Poland;POL;1477;;837;;
Sweden;SWE;1477;;1427;;
United Kingdom;GBR;1477;;1541;;
France;FRA;1478;;1677;;
Italy;ITA;1478;;2964,606689;;
Netherlands;NLD;1478;;2330,659424;;
Poland;POL;1478;;845;;
Sweden;SWE;1478;;1406;;
United Kingdom;GBR;1478;;1583;;
France;FRA;1479;;1659;;
Italy;ITA;1479;;2895,483643;;
Netherlands;NLD;1479;;2272,727295;;
Poland;POL;1479;;850;;
Sweden;SWE;1479;;1352;;
United Kingdom;GBR;1479;;1672;;
China;CHN;1480;;1242;;
France;FRA;1480;;1677;;
Italy;ITA;1480;;2933,885254;;
Netherlands;NLD;1480;;2302,138916;;
Poland;POL;1480;;856;;
Sweden;SWE;1480;;1366;;
United Kingdom;GBR;1480;;1718;;
France;FRA;1481;;1677;;
Italy;ITA;1481;;2926,204834;;
Netherlands;NLD;1481;;2272,727295;;
Poland;POL;1481;;866;;
Sweden;SWE;1481;;1588;;
United Kingdom;GBR;1481;;1640;;
France;FRA;1482;;1710;;
Italy;ITA;1482;;2680,434326;;
Netherlands;NLD;1482;;2200,534912;;
Poland;POL;1482;;885;;
Sweden;SWE;1482;;1674;;
United Kingdom;GBR;1482;;1566;;
France;FRA;1483;;1710;;
Italy;ITA;1483;;2572,909912;;
Netherlands;NLD;1483;;2197,861084;;
Poland;POL;1483;;878;;
Sweden;SWE;1483;;1661;;
United Kingdom;GBR;1483;;1641;;
France;FRA;1484;;1728;;
Italy;ITA;1484;;2741,876953;;
Netherlands;NLD;1484;;2252,228271;;
Poland;POL;1484;;869;;
Sweden;SWE;1484;;1661;;
United Kingdom;GBR;1484;;1623;;
France;FRA;1485;;1728;;
Italy;ITA;1485;;2941,565674;;
Netherlands;NLD;1485;;2222,816406;;
Poland;POL;1485;;861;;
Spain;ESP;1485;;1375,98999;;
Sweden;SWE;1485;;1663;;
United Kingdom;GBR;1485;;1532;;
France;FRA;1486;;1728;;
Italy;ITA;1486;;2818,68042;;
Netherlands;NLD;1486;;2235,294189;;
Poland;POL;1486;;850;;
Sweden;SWE;1486;;1564;;
United Kingdom;GBR;1486;;1696;;
France;FRA;1487;;1745;;
Italy;ITA;1487;;2787,958984;;
Netherlands;NLD;1487;;2239,750488;;
Poland;POL;1487;;845;;
Sweden;SWE;1487;;1583;;
United Kingdom;GBR;1487;;1548;;
France;FRA;1488;;1745;;
Italy;ITA;1488;;2818,68042;;
Netherlands;NLD;1488;;2248,663086;;
Poland;POL;1488;;845;;
Sweden;SWE;1488;;1583;;
United Kingdom;GBR;1488;;1579;;
France;FRA;1489;;1745;;
Italy;ITA;1489;;2903,163818;;
Netherlands;NLD;1489;;2214,794922;;
Poland;POL;1489;;842;;
Sweden;SWE;1489;;1604;;
United Kingdom;GBR;1489;;1612;;
China;CHN;1490;;1189;;
France;FRA;1490;;1745;;
Italy;ITA;1490;;2795,639404;;
Netherlands;NLD;1490;;2272,727295;;
Poland;POL;1490;;845;;
Sweden;SWE;1490;;1503;;
United Kingdom;GBR;1490;;1620;;
France;FRA;1491;;1745;;
Italy;ITA;1491;;2872,442627;;
Netherlands;NLD;1491;;2240,641602;;
Poland;POL;1491;;846;;
Sweden;SWE;1491;;1723;;
United Kingdom;GBR;1491;;1632;;
France;FRA;1492;;1745;;
Italy;ITA;1492;;2979,967285;;
Netherlands;NLD;1492;;2251,336914;;
Poland;POL;1492;;850;;
Sweden;SWE;1492;;1777;;
United Kingdom;GBR;1492;;1649;;
France;FRA;1493;;1745;;
Italy;ITA;1493;;2910,844238;;
Netherlands;NLD;1493;;2241,532959;;
Poland;POL;1493;;846;;
Sweden;SWE;1493;;1804;;
United Kingdom;GBR;1493;;1620;;
France;FRA;1494;;1728;;
Italy;ITA;1494;;2718,836182;;
Netherlands;NLD;1494;;2324,420654;;
Poland;POL;1494;;866;;
Sweden;SWE;1494;;1502;;
United Kingdom;GBR;1494;;1695;;
France;FRA;1495;;1728;;
Italy;ITA;1495;;2718,836182;;
Netherlands;NLD;1495;;2307,486572;;
Poland;POL;1495;;885;;
Spain;ESP;1495;;1411,72998;;
Sweden;SWE;1495;;1460;;
United Kingdom;GBR;1495;;1659;;
France;FRA;1496;;1728;;
Italy;ITA;1496;;2480,74585;;
Netherlands;NLD;1496;;2278,074951;;
Poland;POL;1496;;897;;
Sweden;SWE;1496;;1430;;
United Kingdom;GBR;1496;;1605;;
France;FRA;1497;;1728;;
Italy;ITA;1497;;2542,188477;;
Netherlands;NLD;1497;;2309,269287;;
Poland;POL;1497;;918;;
Sweden;SWE;1497;;1393;;
United Kingdom;GBR;1497;;1710;;
France;FRA;1498;;1728;;
Italy;ITA;1498;;2695,795166;;
Netherlands;NLD;1498;;2327,094482;;
Poland;POL;1498;;931;;
Sweden;SWE;1498;;1374;;
United Kingdom;GBR;1498;;1724;;
France;FRA;1499;;1710;;
Italy;ITA;1499;;2734,196777;;
Netherlands;NLD;1499;;2360,071289;;
Poland;POL;1499;;932;;
Sweden;SWE;1499;;1417;;
United Kingdom;GBR;1499;;1728;;
Afghanistan;AFG;1500;;;1999997;
Albania;ALB;1500;;;200000;
Algeria;DZA;1500;;;1499995;
American Samoa;ASM;1500;;;799;
Andorra;AND;1500;;;1650;
Angola;AGO;1500;;;2007996;
Anguilla;AIA;1500;;;861;
Antigua and Barbuda;ATG;1500;;;7035;
Argentina;ARG;1500;;;300010;
Armenia;ARM;1500;;;218000;
Aruba;ABW;1500;;;250;
Australia;AUS;1500;;;252666;
Austria;AUT;1500;;;2000000;
Azerbaijan;AZE;1500;;;464999;
Bahamas;BHS;1500;;;4235;
Bahrain;BHR;1500;;;21647;
Bangladesh;BGD;1500;;;9599989;
Barbados;BRB;1500;;;5000;
Belarus;BLR;1500;;;575999;
Belgium;BEL;1500;;2338;1250000;
Belize;BLZ;1500;;;6885;
Benin;BEN;1500;;;3000000;
Bhutan;BTN;1500;;;15000;
Bolivia;BOL;1500;;;899999;
Bosnia and Herzegovina;BIH;1500;;;359999;
Botswana;BWA;1500;;;86682;
Brazil;BRA;1500;;;18737944;
Brunei;BRN;1500;;;4000;
Bulgaria;BGR;1500;;;800000;
Burkina Faso;BFA;1500;;;1320463;
Burundi;BDI;1500;;;650000;
Cambodia;KHM;1500;;;1499998;
Cameroon;CMR;1500;;;1377899;
Canada;CAN;1500;;;200000;
Central African Republic;CAF;1500;;;281994;
Chad;TCD;1500;;;833999;
Chile;CHL;1500;;;600014;
China;CHN;1500;;1207,277954;91259448;
Colombia;COL;1500;;;3994974;
